dataset,horizon,ticker,model,scheme,n_test,mse,rmse,mae,r2_oos_vs_mean,har_mse,relative_mse_vs_har
MHAR,1,MSFT,AdaptiveLasso,rolling,842,3.120954512052488e-08,0.00017666223456224274,7.050945844479475e-05,0.05372361499836931,2.9455611082240713e-08,1.059544989013711
MHAR,1,MSFT,Bagging,rolling,842,2.907316274523661e-08,0.00017050854156093356,5.787013357692263e-05,0.11849893239764375,2.9455611082240713e-08,0.9870161126198911
MHAR,1,MSFT,ElasticNet,rolling,842,2.9164153295477102e-08,0.00017077515421008146,6.531160266280372e-05,0.11574009023514598,2.9455611082240713e-08,0.9901051862088397
MHAR,1,MSFT,GradientBoosting,rolling,842,3.024239894419237e-08,0.00017390341843733946,6.02390293493897e-05,0.08304757931677897,2.9455611082240713e-08,1.026710967216227
MHAR,1,MSFT,HAR,rolling,842,2.9455611082240713e-08,0.0001716263705910042,5.789089389778893e-05,0.10690306233954017,2.9455611082240713e-08,1.0
MHAR,1,MSFT,HARQ,rolling,842,2.8433194468194215e-08,0.0001686214531671288,5.650802352780649e-05,0.137902831601453,2.9455611082240713e-08,0.9652895806102312
MHAR,1,MSFT,HARX,rolling,842,2.9455611082240713e-08,0.0001716263705910042,5.789089389778893e-05,0.10690306233954017,2.9455611082240713e-08,1.0
MHAR,1,MSFT,Lasso,rolling,842,2.98902719027653e-08,0.00017288803285006542,6.626218566679982e-05,0.0937241048007661,2.9455611082240713e-08,1.0147564692958162
MHAR,1,MSFT,LevHAR,rolling,842,2.8646478324079654e-08,0.00016925270551480012,5.695893488766733e-05,0.13143604474675596,2.9455611082240713e-08,0.9725304372093336
MHAR,1,MSFT,LogHAR,rolling,842,2.7420643597836185e-08,0.00016559179809953205,5.466006855768805e-05,0.16860347057367964,2.9455611082240713e-08,0.930914097191097
MHAR,1,MSFT,NN1,fixed,842,2.9249302762405508e-08,0.0001710242753599778,7.051768797154867e-05,0.11315835027582699,2.9455611082240713e-08,0.9929959585880195
MHAR,1,MSFT,NN1_1,fixed,842,2.90768747172319e-08,0.00017051942621658066,6.742730018574667e-05,0.11838638505267718,2.9455611082240713e-08,0.9871421318012594
MHAR,1,MSFT,NN2,fixed,842,2.7756492519658484e-08,0.00016660279865494002,6.28358934495501e-05,0.15842049922881063,2.9455611082240713e-08,0.9423159628962288
MHAR,1,MSFT,NN2_1,fixed,842,2.8310610096501245e-08,0.00016825757069594593,6.219810762309978e-05,0.14161960144399177,2.9455611082240713e-08,0.961127916085577
MHAR,1,MSFT,NN3,fixed,842,2.839261630644165e-08,0.00016850108695922898,6.972497128937185e-05,0.139133165336371,2.9455611082240713e-08,0.9639119768104231
MHAR,1,MSFT,NN3_1,fixed,842,2.899635310079873e-08,0.00017028315565785926,6.689372240411133e-05,0.12082780814354943,2.9455611082240713e-08,0.9844084721189548
MHAR,1,MSFT,NN4,fixed,842,2.8618940620150375e-08,0.0001691713351018735,7.044209707479062e-05,0.13227099055659752,2.9455611082240713e-08,0.9715955489854095
MHAR,1,MSFT,NN4_1,fixed,842,2.8757227189949253e-08,0.0001695795600594283,6.507569124796301e-05,0.128078128569721,2.9455611082240713e-08,0.9762902935423218
MHAR,1,MSFT,PostLasso,rolling,842,2.9578153960943448e-08,0.00017198300486078109,5.852157834741656e-05,0.10318755056842321,2.9455611082240713e-08,1.0041602558629863
MHAR,1,MSFT,RandomForest,rolling,842,2.863582879376137e-08,0.00016922124214696383,5.6501261385080437e-05,0.13175893952182027,2.9455611082240713e-08,0.9721688921614802
